"","NoDur","Durbl","Manuf","Enrgy","Chems","BusEq","Telcm","Utils","Shops","Hlth","Money","Other"
"Equal_Weight",0.895917952549448,0.88062193553118,0.953993193465104,0.759650327744057,0.914812924052078,0.889460129242731,0.769926690358301,0.782063382838115,0.899462537765598,0.821115598978006,0.930922387318629,0.92247839619565
