"","EDV","VCLT","VUG","IAU","VNQ","VEA","VTV","BNDX"
"1",0.343902735941331,0.271636184508546,0.218724910599243,0.193851409052092,0.17754381062059,0.116760751440405,0.112281607197261,0.0946730752606282
